1012,мв-01мн,8
1013,мв-01мп (км),8
1014,мв-01мп (р),1
1016,мв-02,8
1017,мв-71 (км),8
1018,мв-71 (р),1
1019,мв-81 (км),8
1020,мв-81 (р),1
1021,мв-82,8
1022,мв-91 (км),8
1023,мв-91 (р),1
1024,мв-91мн,8
1028,мв-92,8
1033,мв-п01,8
1035,мв-п81,8
1036,мв-п91,8
1037,мд-01,8
1038,мд-01мн,8
1039,мд-01мп,8
1041,мд-71,8
1042,мд-81,8
1043,мд-91,8
1046,мд-92,8
1054,мд-п01,8
1055,мд-п81,8
1056,мд-п91,8
1057,мі-01,8
1058,мі-01мн,8
1059,мі-01мп,8
1061,мі-02,8
1062,мі-02мп,8
1063,мі-71,8
1064,мі-81,8
1065,мі-91,8
1066,мі-91мн,8
1070,мі-п01,8
1072,мл-71,4
1073,мл-81,4
1074,мл-91,4
1075,мл-91мн,4
1079,мм-71,8
1080,мп-01,8
1081,мп-01мн,8
1082,мп-01мп,8
1083,мп-02,8
1084,мп-02мп,8
1085,мп-71,8
1086,мп-72,8
1087,мп-81,8
1088,мп-82,8
1089,мп-91,8
1090,мп-91мн,8
1093,мп-92,8
1095,мт-01,8
1096,мт-01мн,8
1097,мт-01мп,8
1099,мт-02,8
1100,мт-02мп,8
1101,мт-71,8
1102,мт-72,8
1103,мт-81,8
1104,мт-82,8
1105,мт-91,8
1106,мт-91мн,8
1108,мт-92,8
1115,мт-п01,8
1116,мт-п91,8
1117,оа-01,3
1118,оа-01мн (ауек),3
1121,оа-01мп (ауек),3
1123,оа-71,3
1124,оа-81,3
1125,оа-91,3
1126,оа-91мн (ауек),3
1139,оа-п01,3
1140,оа-п81,3
1141,оа-п91,3
1152,ое-01мн,3
1153,ое-01мп,3
1155,ое-71,3
1156,ое-81,3
1157,ое-91,3
1159,ое-91мн (електропос),3
1166,ое-п01,3
1167,ое-п81,3
1168,ое-п91,3
1169,оз-71,3
1170,оз-81,3
1171,оз-91,3
1172,оз-91мн (гі),3
1179,ом-01 (),3
1180,ом-01 (),19
1181,ом-01мн (емоев),3
1182,ом-01мн (мататі),19
1183,ом-01мп (емоев),3
1184,ом-01мп (мататі),19
1187,ом-02,19
1188,ом-02мн,19
1189,ом-02мп,19
1191,ом-71 (емоев),3
1192,ом-71 (мататі),19
1193,ом-72,19
1194,ом-81 (емоев),3
1195,ом-81 (мататі),19
1196,ом-82,19
1198,ом-91 (емоев),3
1199,ом-91 (мататі),19
1200,ом-91мн (емоев),3
1201,ом-91мн (мататі),19
1208,ом-92,19
1219,ом-п01,3
1220,ом-п81,3
1221,ом-п91,3
1222,он-01,3
1223,он-01мн,3
1224,он-01мп,3
1226,он-71,3
1227,он-72,3
1228,он-81,3
1229,он-91,3
1230,он-91мн,3
1240,он-п01,3
1241,он-п81,3
1242,он-п91,3
1243,ос-01,3
1244,ос-01мн (гі),3
1246,ос-01мп (гі),3
1249,ос-81,3
1250,ос-91,3
1261,ос-п01,3
1262,ос-п81,3
1263,ос-п91,3
1264,от-01,3
1265,от-01мн,3
1266,от-01мп,3
1269,от-71,3
1270,от-81,3
1271,от-91,3
1272,от-91мн,3
1283,от-п01,3
1284,от-п91,3
1285,оф-01,19
1286,оф-01мн,19
1287,оф-01мп,19
1289,оф-71,19
1290,оф-81,19
1291,оф-91,19
1292,оф-91мн,19
1295,па-01,9
1296,па-01мн,9
1297,па-01мп,9
1299,па-81,9
1300,па-91,9
1305,па-п01,9
1306,пб-01,9
1307,пб-01мн,9
1308,пб-01мп,9
1310,пб-02,9
1311,пб-02мн,9
1312,пб-02мп,9
1313,пб-71,9
1314,пб-81,9
1316,пб-82,9
1317,пб-91,9
1320,пб-92,9
1321,пб-92мн,9
1334,пб-п01,9
1335,пб-п02,9
1336,пб-п81,9
1337,пб-п91,9
1338,пв-01,9
1339,пв-01мп,9
1340,пв-81,9
1341,пв-91,9
1345,пв-п01,9
1346,пг-01,9
1347,пг-01мн,9
1348,пг-01мп,9
1350,пг-71,9
1351,пг-81,9
1352,пг-91,9
1353,пг-91мн,9
1365,пг-п01,9
1366,пг-п81,9
1367,пг-п91,9
1370,пк-01,9
1371,пк-01мн,9
1372,пк-01мп,9
1374,пк-71,9
1375,пк-81,9
1376,пк-91,9
1377,пк-91мн,9
1382,пм-01,9
1383,пм-01мн,9
1384,пм-01мп,9
1387,пм-71,9
1388,пм-81,9
1389,пм-91,9
1390,пм-91мн,9
1398,пм-п01,9
1399,пм-п81,9
1400,пм-п91,9
1401,пн-01,9
1402,пн-01мп,9
1404,пн-81,9
1406,пн-91,9
1421,пн-п01,9
1422,пн-п81,9
1423,пн-п91,9
1424,по-01,9
1425,по-01мн,9
1426,по-01мп,9
1428,по-71,9
1429,по-81,9
1430,по-91,9
1431,по-91мн,9
1438,по-п01,9
1439,по-п91,9
1444,пу-01мп (тпу),21
1446,пу-02мп (тпу),21
1455,ра-01,10
1456,ра-01мн,10
1457,ра-01мп,10
1459,ра-71,10
1460,ра-81,10
1461,ра-91,10
1462,ра-91мн,10
1466,ра-п01,10
1467,ра-п81,10
1468,ра-п91,10
1470,рз-01,1
1472,рз-01мп,1
1473,рз-02,1
1474,рз-71,1
1475,рз-72,1
1476,рз-81,1
1477,рз-82,1
1478,рз-91,1
1480,рз-92,1
1481,рз-93,1
1488,рі-01,10
1489,рі-01мн,10
1490,рі-01мп,10
1492,рі-71,10
1493,рі-81,10
1494,рі-91,10
1495,рі-91мн,10
1505,рі-п01,10
1506,рі-п81,10
1507,рі-п91,10
1511,рс-01,10
1512,рс-01мн,10
1513,рс-01мп,10
1515,рс-71,10
1516,рс-81,10
1517,рс-91,10
1518,рс-91мн,10
1525,рс-п01,10
1526,рс-п81,10
1527,рс-п91,10
1528,рт-01,10
1529,рт-01мн,10
1530,рт-01мп,10
1532,рт-71,10
1533,рт-81,10
1534,рт-91,10
1535,рт-91мн,10
1541,рт-п01,10
1542,рт-п81,10
1543,сг-01,1
1544,сг-01мп,1
1545,сг-02,1
1546,сг-71,1
1547,сг-72,1
1548,сг-81,1
1549,сг-82,1
1550,сг-91,1
1553,сг-92,1
1556,се-01,1
1557,се-01мп,1
1559,се-71,1
1560,се-81,1
1561,се-91,1
1566,сл-01,21
1567,сл-01мп,21
1571,сл-71 (cоц),21
1575,сл-81 (cоц),21
1576,сл-91,21
1577,сл-91мп,21
1594,см-01,1
1597,см-71,1
1598,см-81,1
1600,см-91,1
1607,см-п81,1
1608,см-п91,1
1609,сп-01,21
1610,сп-01мп,21
1612,сп-02,21
1613,сп-02мп,21
1614,сп-03,21
1615,сп-04,21
1618,сп-71 (іппів),21
1619,сп-72,21
1620,сп-73,21
1621,сп-74,21
1623,сп-81 (іппів),21
1626,сп-82,21
1627,сп-83,21
1628,сп-84,21
1630,сп-91 (пубп),21
1639,сп-92,21
1641,сп-93 (пубп),21
1644,сп-94 (пубп),21
1647,сп-95,21
1671,сп-п81,21
1672,ср-01 (),1
1673,ср-01 (),21
1676,ср-01мп (встар),1
1678,ср-01мп (фiл),21
1680,ср-71 (встар),1
1682,ср-71 (фiл),21
1683,ср-81 (встар),1
1684,ср-81 (фiл),21
1685,ср-91 (встар),1
1687,ср-91 (фiл),21
1698,ст-01,1
1699,ст-01мп,1
1702,ст-71,1
1703,ст-81,1
1705,ст-91 (тпв),1
1720,ст-п01,1
1721,ст-п81,1
1722,ст-п91,1
1723,та-01,11
1724,та-01мн,11
1725,та-01мп,11
1727,та-02,11
1728,та-03,11
1729,та-71,11
1730,та-81,11
1731,та-91,11
1734,та-92,11
1744,тв-01,11
1746,тв-01мп,11
1748,тв-71,11
1750,тв-81 (апепс),11
1752,тв-91 (апепс),11
1765,тз-01,6
1766,тз-01мн,6
1767,тз-01мп (аесіітф),11
1768,тз-01мп (тк),6
1770,тз-02,6
1771,тз-71,6
1772,тз-72,6
1774,тз-81 (тк),6
1776,тз-82 (тк),6
1777,тз-91,6
1778,тз-91мн,6
1783,тз-92,6
1794,ті-01 (),11
1795,ті-01 (),6
1796,ті-01мн (апепс),11
1797,ті-01мн (ітм),6
1798,ті-01мп (апепс),11
1799,ті-01мп (ітм),6
1802,ті-02 (),6
1804,ті-02 (),11
1805,ті-71 (апепс),11
1806,ті-71 (ітм),6
1807,ті-72 (апепс),11
1808,ті-72 (ітм),6
1809,ті-81 (апепс),11
1810,ті-81 (ітм),6
1811,ті-82 (апепс),11
1812,ті-82 (ітм),6
1814,ті-91 (апепс),11
1815,ті-91 (ітм),6
1816,ті-91мн (апепс),11
1817,ті-91мн (ітм),6
1822,ті-92 (апепс),11
1823,ті-92 (ітм),6
1830,тк-01,11
1831,тк-01мп,11
1833,тк-71,11
1834,тк-81,11
1835,тк-91,11
1841,тк-п01 (аесіітф),11
1843,тк-п81 (аесіітф),11
1844,тк-п91,11
1846,тм-01,11
1847,тм-01мп,11
1848,тм-02,11
1849,тм-71 (апепс),11
1850,тм-71 (тк),6
1851,тм-72,11
1852,тм-81 (апепс),11
1854,тм-81 (тк),6
1856,тм-82,11
1859,тм-91 (апепс),11
1860,тм-91мн,11
1864,тм-92 (апепс),11
1867,то-71,11
1868,то-81,11
1869,то-91мн,11
1871,тп-01,11
1872,тп-01мн,11
1873,тп-01мп,11
1875,тп-71,11
1876,тп-81,11
1877,тп-91,11
1878,тп-91мн,11
1886,тр-01,11
1887,тр-01мн,11
1888,тр-01мп,11
1890,тр-02,11
1891,тр-02мп,11
1892,тр-03,11
1893,тр-71,11
1894,тр-72,11
1896,тр-81 (апепс),11
1898,тр-82 (апепс),11
1901,тр-91 (апепс),11
1908,тр-92 (апепс),11
1911,тр-93 (апепс),11
1920,тс-01 (),11
1921,тс-01 (),6
1922,тс-01мн (теуіаес),11
1923,тс-01мн (тс),6
1924,тс-01мп (теуіаес),11
1925,тс-01мп (тс),6
1928,тс-71 (теуіаес),11
1929,тс-71 (тс),6
1930,тс-72,6
1931,тс-81 (теуіаес),11
1932,тс-81 (тс),6
1933,тс-82,6
1934,тс-91 (теуіаес),11
1935,тс-91 (тс),6
1936,тс-91мн (теуіаес),11
1937,тс-91мн (тс),6
1952,тс-п81 (теуіаес),11
1953,тс-п81 (тс),6
1954,тс-п91,11
1955,тф-01,11
1956,тф-01мн,11
1957,тф-01мп,11
1959,тф-71,11
1960,тф-81,11
1961,тф-91,11
1962,тф-91мн,11
1967,тя-01,11
1968,тя-01мн,11
1969,тя-01мп,11
1972,тя-02,11
1973,тя-71,11
1974,тя-72,11
1976,тя-81 (аесіітф),11
1978,тя-82 (аесіітф),11
1979,тя-91,11
1980,тя-91мн (аесіітф),11
1986,тя-92,11
1987,уб-01,18
1988,уб-81,18
1989,уб-91,18
1990,ув-01,18
1991,ув-01мп,18
1993,ув-71,18
1994,ув-72,18
1995,ув-81,18
1996,ув-82,18
1997,ув-91,18
2000,ув-92,18
2001,ув-93,18
2010,уе-01,18
2011,уе-01мп,18
2012,уе-71,18
2013,уе-72,18
2014,уе-81,18
2015,уе-91,18
2023,уз-01,18
2024,уз-01мп,18
2025,уз-71,18
2026,уз-72,18
2027,уз-81,18
2028,уз-91,18
2030,уз-92,18
2033,уі-01,18
2034,уі-01мп,18
2035,уі-71,18
2036,уі-81,18
2037,уі-91,18
2039,ук-01,18
2040,ук-01мп,18
2042,ук-71,18
2043,ук-81,18
2044,ук-91,18
2052,ул-01,18
2053,ул-01мп,18
2054,ул-71,18
2055,ул-81,18
2056,ул-91,18
2058,ум-01,18
2059,ум-01мп,18
2062,ум-71,18
2063,ум-72,18
2064,ум-81,18
2065,ум-82,18
2066,ум-91,18
2069,ум-92,18
2070,ум-93,18
2077,уп-01,18
2078,уп-71,18
2079,уп-81,18
2080,уп-91,18
2081,ус-01,18
2082,ус-01мп,18
2084,ус-71,18
2085,ус-72,18
2086,ус-81,18
2087,ус-91,18
2095,фб-01,22
2096,фб-01мн,22
2097,фб-01мп,22
2099,фб-02,22
2100,фб-03,22
2101,фб-04,22
2102,фб-05,22
2103,фб-06,22
2104,фб-71,22
2105,фб-72,22
2106,фб-73,22
2107,фб-74,22
2108,фб-81,22
2109,фб-82,22
2110,фб-83,22
2111,фб-84,22
2112,фб-91,22
2115,фб-92,22
2116,фб-93,22
2117,фб-94,22
2118,фб-95,22
2119,фб-96,22
2127,фе-01,22
2129,фе-01мп,22
2131,фе-71,22
2132,фе-81,22
2134,фе-91,22
2137,фе-92,22
2138,фі-01,22
2139,фі-01мн,22
2140,фі-01мп,22
2142,фі-02,22
2143,фі-02мн,22
2144,фі-02мп,22
2146,фі-03,22
2147,фі-04,22
2148,фі-71,22
2149,фі-72,22
2150,фі-73,22
2151,фі-74,22
2152,фі-81,22
2153,фі-82,22
2155,фі-83,22
2156,фі-84,22
2157,фі-91,22
2161,фі-92,22
2166,фі-93,22
2167,фі-93мн,22
2169,фі-94,22
2170,фі-94мн,22
2176,фк-71,4
2177,фк-81,4
2179,фк-91мн,4
2193,фк-п91,4
2194,фл-01,4
2196,фл-01мп,4
2199,фл-71,4
2200,фл-81,4
2201,фл-91,4
2203,фл-п01,4
2204,фл-п81,4
2205,фл-п91,4
2206,фм-01,4
2207,фм-01мн,4
2208,фм-01мп,4
2210,фм-71-1,4
2211,фм-71-2,4
2212,фм-81,4
2213,фм-81-2,4
2214,фм-91,4
2215,фм-91мн,4
2218,фм-п91,4
2219,фн-01,4
2220,фн-01мн,4
2221,фн-01мп,4
2223,фн-71,4
2224,фн-81,4
2225,фн-91,4
2226,фн-91мн,4
2230,фн-п01,4
2232,фп-01,4
2233,фп-01мн,4
2234,фп-01мп,4
2240,фп-п81,4
2242,фс-01мп,4
2252,фт-01,4
2253,фт-01мн,4
2254,фт-01мп,4
2256,фт-91,4
2257,фт-91мн,4
2259,фф-01,22
2260,фф-01мн,22
2265,фф-71,22
2266,фф-72,22
2267,фф-81,22
2268,фф-82,22
2270,фф-83,22
2271,фф-91,22
2274,фф-91мн (пф),22
2282,фф-93,22
2284,ха-71,7
2285,ха-81,7
2287,ха-91мн,7
2291,хд-01мн,23
2292,хд-01мп,23
2293,хд-71,23
2294,хд-81,23
2295,хд-91,23
2296,хд-91мн,23
2300,хе-01мн,23
2301,хе-01мп,23
2304,хе-71,23
2305,хе-72,23
2306,хе-81,23
2307,хе-82,23
2308,хе-91,23
2309,хе-91мн,23
2312,хе-92,23
2315,хк-71,23
2316,хк-81,23
2317,хк-91,23
2318,хк-91мн,23
2327,хм-01,23
2328,хм-01мн,23
2329,хм-01мп,23
2331,хм-71,23
2332,хм-81,23
2333,хм-91,23
2334,хм-91мн,23
2337,хн-01,23
2338,хн-01мн,23
2339,хн-01мп,23
2342,хн-71,23
2343,хн-72,23
2344,хн-81,23
2345,хн-82,23
2347,хн-91мн,23
2350,хн-92,23
2354,хо-01мн,23
2355,хо-01мп,23
2357,хо-71,23
2358,хо-81,23
2359,хо-91,23
2362,хп-01,23
2363,хп-01мн,23
2364,хп-01мп,23
2365,хп-71,23
2366,хп-81,23
2367,хп-91,23
2368,хп-91мн,23
2375,бр-02,12
2376,бс-04,12
2377,іа-01,16
2378,іа-02,16
2379,іа-03,16
2380,іа-04,16
2382,ік-01,16
2383,ік-02,16
2384,ік-03,16
2385,іо-01,16
2386,іо-02,16
2387,іо-03,16
2388,іо-04,16
2389,іо-05,16
2390,іо-06,16
2392,іп-01,16
2393,іп-02,16
2394,іп-03,16
2395,іп-04,16
2396,іп-05,16
2400,іс-01,16
2401,іс-02,16
2402,іс-03,16
2404,іт-01,16
2405,іт-02,16
2406,іт-03,16
2407,іт-04,16
2409,ла-03,7
2412,ув-02,18
2413,уе-02,18
2414,уз-02,18
2415,уі-02,18
2416,ук-02,18
2417,ул-02,18
2418,ум-02,18
2419,ум-03,18
2420,ус-02,18
2421,фф-02мн,22
2422,фф-03,22
2423,кв-01мн,20
2424,кв-01мп,20
2425,сп-05,21
