5,ак-01,2
6,ак-01мп,2
7,ак-02,2
8,ак-91,2
10,ал-01,2
11,ал-01мп (ар),2
14,ал-02,2
17,ал-91,2
31,ал-п01 (ар),2
32,ам-01,21
33,ам-71,21
35,ам-81 (тпу),21
36,ам-91,21
37,ам-91мп (тпу),21
44,ас-01 (),2
46,ас-01мп,2
48,ас-02,2
49,ас-91,2
52,ас-92,2
57,ас-п01 (скла),2
59,ас-п91,2
60,ат-01,8
62,бе-01,13
63,бе-01мн,13
64,бе-01мп,13
66,бе-71,13
67,бе-81,13
68,бе-91,13
69,бе-91мн,13
74,бі-01,13
75,бі-01мн,13
76,бі-01мп,13
77,бі-71,13
78,бі-81,13
79,бі-91,13
81,бм-01 (),13
82,бм-01 (),12
83,бм-01мн,13
84,бм-01мп (бі),13
85,бм-01мп (бмі),12
88,бм-02,12
90,бм-03і,12
91,бм-71 (бі),13
92,бм-71 (бмі),12
93,бм-72,12
94,бм-73і,12
95,бм-81 (бі),13
96,бм-81 (бмі),12
97,бм-82,12
98,бм-83і,12
99,бм-91 (бі),13
100,бм-91 (бмі),12
101,бм-91мн,13
105,бм-92,12
106,бм-93і,12
107,бп-71,12
108,бп-81,12
109,бп-91,12
112,бр-01,12
113,бр-01мп,12
115,бр-71,12
116,бр-81,12
117,бр-91,12
123,бр-п01,12
124,бр-п81,12
125,бр-п91,12
126,бс-01,12
127,бс-01мн,12
128,бс-01мп,12
130,бс-02,12
131,бс-03,12
132,бс-71,12
133,бс-72,12
134,бс-73,12
135,бс-81,12
136,бс-82,12
137,бс-83,12
138,бс-91,12
139,бс-91мн,12
142,бс-92,12
143,бс-93,12
144,бт-01,13
145,бт-01мн,13
146,бт-01мп,13
148,бт-02,13
150,бт-71,13
151,бт-72,13
152,бт-81,13
153,бт-82,13
154,бт-91,13
155,бт-91мн,13
158,бт-92,13
165,бф-01,12
166,бф-01мп,12
168,бф-91,12
169,ва-71,9
170,вв-71,9
171,вл-71,2
172,вл-72,2
173,вл-73,2
174,вл-81,2
175,вл-82,2
176,вл-83,2
179,вл-п81,2
180,вл-п84,2
181,да-01,5
182,да-01мн,5
183,да-01мп,5
185,да-02,5
186,да-03,5
187,да-71,5
188,да-72,5
189,да-81,5
190,да-82,5
191,да-91,5
192,да-91мн,5
195,да-92,5
200,дв-01,15
201,дв-01мн,15
202,дв-01мп,15
205,дв-71 (амес),15
207,дв-72 (амес),15
209,дв-81 (амес),15
210,дв-91,15
211,дв-91мн (амес),15
217,дв-92мн,15
221,дв-п01,15
224,дв-п91 (амес),15
225,дг-01,15
226,дг-01мн,15
227,дг-01мп,15
229,дг-71,15
230,дг-72,15
231,дг-81,15
232,дг-91,15
233,дг-91мн,15
240,де-01,15
241,де-01мн,15
242,де-01мп,15
243,де-71,15
244,де-81,15
245,де-91,15
246,де-91мн,15
260,де-п01,15
261,де-п81,15
262,де-п91,15
263,дк-01,15
264,дк-01мн,15
265,дк-01мп,15
267,дк-02,15
268,дк-71,15
269,дк-72,15
270,дк-81 (кеоа),15
272,дк-82 (кеоа),15
274,дк-91,15
275,дк-91мн,15
278,дк-92,15
279,дм-01,15
280,дм-01мн,15
281,дм-01мп,15
283,дм-02,15
284,дм-71,15
285,дм-72,15
286,дм-81,15
287,дм-82,15
288,дм-91,15
289,дм-91мн,15
292,дм-92,15
293,дм-92мн,15
300,дп-01,15
301,дп-01мн,15
302,дп-01мп,15
304,дп-02,15
305,дп-71,15
306,дп-72,15
307,дп-81,15
308,дп-82,15
309,дп-91,15
310,дп-91мн,15
313,дп-92,15
314,дп-92мн,15
316,дс-01,15
317,дс-01мн,15
318,дс-01мп,15
320,дс-71,15
321,дс-81,15
322,дс-91,15
323,дс-91мн,15
328,ев-01,14
332,ев-81,14
333,ев-91,14
337,ед-01,14
338,ед-01мн,14
339,ед-01мп,14
341,ед-71,14
342,ед-81,14
343,ед-91,14
347,ек-01,14
348,ек-01мн,14
349,ек-01мп,14
350,ек-71,14
351,ек-81,14
352,ек-91,14
361,ек-п01,14
362,ек-п81,14
363,ек-п91,14
364,ем-01,14
365,ем-01мн,14
366,ем-01мп,14
368,ем-71,14
369,ем-81,14
370,ем-91,14
379,ем-п01,14
380,ем-п81,14
381,ем-п91,14
382,еп-01,14
383,еп-01мн,14
384,еп-01мп,14
386,еп-02,14
387,еп-71,14
388,еп-72,14
389,еп-81,14
390,еп-82,14
391,еп-91,14
395,еп-92,14
399,еп-п01,14
400,еп-п81,14
401,еп-п91,14
402,ес-01,14
403,ес-01мн,14
404,ес-01мп,14
406,ес-02,14
407,ес-71,14
408,ес-72,14
409,ес-81,14
410,ес-82,14
411,ес-91,14
415,ес-92,14
426,ес-п01,14
427,ес-п81,14
428,ес-п91,14
429,ет-01,14
430,ет-01мн,14
432,ет-01мп (вде),14
434,ет-71,14
435,ет-81,14
436,ет-91,14
443,ет-п01,14
444,ет-п81,14
445,ет-п91,14
446,еу-01,21
447,еу-71,21
448,еу-81,21
449,еу-91,21
451,еу-91мп (тпу),21
458,за-71,4
459,за-81,4
464,зв-01,4
465,зв-01мн,4
466,зв-01мп,4
467,зв-71,4
468,зв-81,4
469,зв-91 (зв),4
471,зв-91мн,4
479,зв-п01,4
480,зв-п81,4
481,зв-п91,4
487,зп-81,4
491,зп-п81,4
496,зс-01мн,4
497,зс-01мп,4
499,зс-91,4
504,іа-01мн,16
506,іа-02мп,16
507,іа-71,16
508,іа-72,16
509,іа-73,16
510,іа-81,16
511,іа-82,16
512,іа-83,16
513,іа-91,16
514,іа-91мн (аутс),16
516,іа-92,16
518,іа-93,16
519,іа-94,16
531,ів-71,16
532,ів-72,16
533,ів-73,16
534,ів-81,16
535,ів-82,16
536,ів-83,16
537,ів-91,16
538,ів-91мн,16
540,ів-92,16
541,ів-93,16
542,ік-01мн,16
543,ік-01мп,16
545,ік-71,16
546,ік-72,16
547,ік-73,16
548,ік-81,16
549,ік-82,16
550,ік-83,16
551,ік-91,16
552,ік-91мн,16
554,ік-92,16
555,ік-93,16
566,іо-01мн,16
567,іо-01мп,16
568,іо-02мп,16
569,іо-71,16
570,іо-72,16
571,іо-81,16
572,іо-82,16
573,іо-83,16
574,іо-91,16
575,іо-91мн,16
577,іо-92,16
578,іо-93,16
591,іп-01мн,16
593,іп-02мп,16
595,іп-03мн,16
596,іп-04мп,16
597,іп-71,16
598,іп-72,16
599,іп-73,16
600,іп-74,16
601,іп-75,16
602,іп-76,16
603,іп-81,16
604,іп-82,16
605,іп-83,16
606,іп-84,16
607,іп-85,16
608,іп-86,16
609,іп-87,16
610,іп-91,16
611,іп-91мн,16
613,іп-92,16
616,іп-93,16
617,іп-93мн,16
618,іп-94,16
620,іп-95,16
621,іп-96,16
622,іп-98,16
646,іс-01мн,16
648,іс-02мп,16
652,іс-71,16
653,іс-72,16
654,іс-73,16
655,іс-81,16
656,іс-82,16
657,іс-83,16
658,іс-91,16
659,іс-91мн,16
660,іс-92,16
662,іс-93,16
672,іт-01мн,16
675,іт-02мн,16
677,іт-03мп,16
678,іт-04мп,16
679,іт-71,16
680,іт-72,16
681,іт-73,16
682,іт-74,16
683,іт-81,16
684,іт-82,16
685,іт-83,16
686,іт-84,16
687,іт-91,16
688,іт-91мн,16
690,іт-92,16
691,іт-92мн,16
693,іт-93,16
695,іт-94,16
723,ка-06,5
724,ка-07,5
725,ка-08,5
726,ка-71,5
727,ка-73,5
728,ка-74,5
729,ка-75,5
730,ка-76,5
731,ка-77,5
732,ка-81,5
733,ка-83,5
734,ка-84,5
735,ка-85,5
736,ка-86,5
737,ка-87,5
755,кв-01,20
761,кв-02,20
763,кв-02мп,20
764,кв-03,20
767,кв-04,20
768,кв-71,20
769,кв-72,20
770,кв-73,20
771,кв-74,20
772,кв-81,20
773,кв-82,20
774,кв-83,20
775,кв-84,20
776,кв-91,20
777,кв-91мн,20
782,кв-92,20
783,кв-92мн,20
785,кв-93,20
786,кв-93мн,20
788,кв-94,20
793,км-01,20
794,км-01мн,20
795,км-01мп,20
797,км-02,20
798,км-03,20
799,км-04,20
800,км-71,20
801,км-72,20
802,км-73,20
803,км-81,20
804,км-82,20
805,км-83,20
807,км-91 (пма),20
809,км-91мн,20
813,км-92 (пма),20
815,км-93 (пма),20
820,кп-01,20
821,кп-01мн,20
822,кп-01мп,20
825,кп-02,20
826,кп-03,20
827,кп-71,20
828,кп-72,20
829,кп-73,20
830,кп-81,20
831,кп-82,20
832,кп-83,20
833,кп-91,20
838,кп-92,20
839,кп-93,20
840,ла-01,7
841,ла-01мн,7
842,ла-01мп (тпза),7
843,ла-01мп (тппам),17
846,ла-02,7
847,ла-02мп,7
849,ла-71 (тпза),7
850,ла-71 (тппам),17
851,ла-72 (тпза),7
852,ла-72 (тппам),17
853,ла-73,17
854,ла-81 (тпза),7
855,ла-81 (тппам),17
856,ла-82 (тпза),7
857,ла-82 (тппам),17
858,ла-83,17
859,ла-91 (тпза),7
860,ла-91 (тппам),17
861,ла-91мн,7
867,ла-92 (тпза),7
868,ла-92 (тппам),17
870,ла-93,17
887,ла-п01 (тпза),7
888,ла-п01 (тппам),17
889,ла-п02,17
891,ла-п81,7
892,ла-п91,7
895,ле-01,7
896,ле-01мп,7
898,ле-81,7
899,ле-91,7
905,ле-п01,7
906,лн-01,7
907,лн-01мп (махнв),7
908,лн-01мп (тппнм),17
911,лн-71 (махнв),7
912,лн-71 (тппнм),17
913,лн-81 (махнв),7
914,лн-81 (тппнм),17
915,лн-91 (махнв),7
916,лн-91 (тппнм),17
917,лн-91мн (махнв),7
918,лн-91мн (махнв),7
922,лн-п01 (махнв),7
923,лн-п01 (тппнм),17
924,лн-п91,7
925,лп-01,7
926,лп-01мп,7
928,лп-02,7
929,лп-71,7
930,лп-72,7
931,лп-81,7
932,лп-82,7
933,лп-91,7
935,лп-92,7
936,лп-93,7
942,лп-п81,7
943,лу-01,7
944,лу-01мн,7
945,лу-01мп,7
947,лу-71,7
948,лу-81,7
949,лу-91,7
950,лу-91мн,7
954,лу-п01,7
955,лф-01мп,17
957,лф-71,17
958,лф-81,17
959,лф-91,17
961,лф-п01,17
962,лц-01,7
963,лц-01мн,7
964,лц-01мп,7
966,лц-71,7
967,лц-81,7
968,лц-82,7
969,лц-91,7
970,лц-91мн,7
987,лц-п01,7
988,лц-п81,7
989,лц-п91,7
990,ма-01,8
991,ма-01мн,8
992,ма-01мп,8
994,ма-02,8
995,ма-02мп,8
996,ма-03,8
997,ма-71,8
998,ма-72,8
999,ма-81,8
1000,ма-82,8
1001,ма-83,8
1002,ма-91,8
1005,ма-92,8
1006,ма-92мн,8
1008,ма-93,8
1010,мв-01 (),8
1011,мв-01 (),1
